Department,Course Number,Course Title,Course Description,Terms,Units,Instructors
LAW,LAW 922,Advanced Youth and Education Advocacy Clinic,"The Youth and Education Advocacy Advanced Clinic provides an opportunity for students who have already successfully completed the Education Advocacy Clinic to continue their advocacy work in the Clinic and/or to pursue a discrete project related to educational equity advocacy. Examples of projects include strategic policy research and management consulting for public education institutions on specific topics (e.g., accountability programs, community outreach and engagement, school climate); investigation and preparation for impact litigation; and community education and outreach on a specific education-related issue. All projects will be jointly designed by the instructor and the advanced student. Advanced students will also continue to participate in the Clinic's discussion of cases during case rounds. Special instructions: Admission is by consent of instructor. Advanced students may arrange with the instructor to receive between two and seven units. No student may receive more than 27 overall clinical units, however, during the course of the student's law school career. Elements used in grading: Projects and class participation.","Aut, Win, Spr",2-7,"; Koski, W. (PI); Trillin, A. (PI)"
LAW,LAW 922A,Youth and Education Law Project: Clinical Practice,"The Youth and Education Advocacy Clinic offers students the opportunity to participate in a wide variety of educational rights and reform work, including direct representation of youth and families in special education and school discipline matters, community outreach and education, school reform litigation, and/or strategic policy research and consulting. All students will have an opportunity to represent elementary and high school students with disabilities in special education proceedings, to represent students in school discipline proceedings, or to work with coalitions and/or other education-sector agencies to advance equity-minded educational policies and school reform. Students working on special education matters will have the opportunity to handle all aspects of their clients' cases. Students working in this area will interview and counsel clients, investigate and develop facts, work with medical and mental health professionals and experts, conduct legal and educational research, create case plans, and represent clients at individual education program (IEP) team meetings, mediation or special education due process hearings. This work will offer students a chance to study the relationship between individual special education advocacy and system-wide reform efforts such as impact litigation. Students working on school discipline matters will interview and counsel clients, investigate and develop facts, interview witnesses, conduct legal and educational research, create case plans, and represent clients at school discipline hearings such as expulsion hearings. Such hearings provide the opportunity to present oral and written argument, examine witnesses, and present evidence before a hearing officer. If appropriate and necessary, such proceedings also present the opportunity to represent students on appeal before the school district board of trustees or the county board of education. Students may also have the opportunity to participate in complex school reform litigation. Past cases include an appeal to the Ninth Circuit on behalf of a student who had been denied appropriate reading instruction, monitoring and enforcement of a consent decree and corrective action plan in a special education lawsuit, and appellate and trial work in a pathbreaking educational rights case on behalf of Native American students. Finally, students who are interested in strategic policy research and management consulting on behalf of public education institutional clients (school districts, charter schools, state education agencies) may have the opportunity to participate in the multi-disciplinary collaborations with non-profit clients. The education clinic includes a one-week intensive training program held at the beginning of the quarter, weekly seminars that focus on legal skills and issues in law and education policy, regular case review, and a many opportunities for feedback and reflection with the instructors. Admission is by consent of instructor. Special Instructions: General Structure of Clinical Courses -- The Law School's clinical courses are offered on a full-time basis for 12 units. This allows students to immerse themselves in the professional experience without the need to balance clinical projects with other classes, exams and papers. -- Students enrolled in a clinic are not permitted to enroll in any other classes, seminars, directed research or other credit-yielding activities within the Law School or University during the quarter in which they are enrolled in a clinic. Nor are they allowed to serve as teaching assistants who are expected to attend a class on a regular basis. There is a limited exception for joint degree students who are required to take specific courses each quarter and who would be foreclosed from ever taking a clinic unless allowed to co-register. These exceptions are approved on a case-by-case basis. -- Clinic students are expected to work in their clinical office during most business hours Monday through Friday. Students are also expected to be available by e-mail or cell phone when elsewhere during those hours. Because students have no other courses (and hence no exams or papers), the clinical quarter begins the first day of classes and runs through the final day of the examination period. Students should not plan personal travel during the Monday to Friday work week without prior authorization from the clinical supervisor. The work during a typical week in a clinic is divided into three components. First, as they are for practicing attorneys, most of the hours of any week are taken up by work on client matters or case work (this time includes meetings with instructors to discuss the work). Again, as is the case for practicing lawyers, in some weeks these responsibilities demand time above and beyond ""normal business hours."" Second, students will spend approximately five-to-seven hours per week preparing for and participating in weekly discussions or other group work in their individual clinic (scheduling varies by clinic). Third, over the course of the quarter each clinic student (with the exception of those enrolled in the Criminal Prosecution Clinic) is required to prepare for and attend a few inter-clinic group sessions. Students will be awarded three separate grades for their clinical quarter, each reflecting four units. The three grades are broken into the following categories: clinical practice; clinical methods; and clinical coursework. Grading is pursuant to the H/P system. -- Enrollment in a clinic is binding; once selected into a clinic to which he or she has applied, a student may not later drop the course except in limited and exceptional cases. Requests for withdrawal are processed through the formal petition and clinical faculty review process described in the clinic policy document posted on the SLS website. Students may not enroll in any clinic (full-time or advanced) which would result in them earning more than 27 clinical units during their law school career. --The rules described here do not apply to advanced clinics for students who are continuing with a clinic in which they were previously enrolled. For information about advanced clinics, please see the course descriptions for those courses. -- For more information about clinic enrollment and operations, please see the clinic policy document posted on the SLS website. -- Cross listed with the School of Education. -- Elements used in grading: Projects and class participation. (Cross-listed with EDUCATION 334 A,B,C).","Win, Spr",4,"; Koski, W. (PI); Trillin, A. (PI)"
LAW,LAW 922B,Youth and Education Law Project: Clinical Methods,"The Youth and Education Advocacy Clinic offers students the opportunity to participate in a wide variety of educational rights and reform work, including direct representation of youth and families in special education and school discipline matters, community outreach and education, school reform litigation, and/or strategic policy research and consulting. All students will have an opportunity to represent elementary and high school students with disabilities in special education proceedings, to represent students in school discipline proceedings, or to work with coalitions and/or other education-sector agencies to advance equity-minded educational policies and school reform. Students working on special education matters will have the opportunity to handle all aspects of their clients' cases. Students working in this area will interview and counsel clients, investigate and develop facts, work with medical and mental health professionals and experts, conduct legal and educational research, create case plans, and represent clients at individual education program (IEP) team meetings, mediation or special education due process hearings. This work will offer students a chance to study the relationship between individual special education advocacy and system-wide reform efforts such as impact litigation. Students working on school discipline matters will interview and counsel clients, investigate and develop facts, interview witnesses, conduct legal and educational research, create case plans, and represent clients at school discipline hearings such as expulsion hearings. Such hearings provide the opportunity to present oral and written argument, examine witnesses, and present evidence before a hearing officer. If appropriate and necessary, such proceedings also present the opportunity to represent students on appeal before the school district board of trustees or the county board of education. Students may also have the opportunity to participate in complex school reform litigation. Past cases include an appeal to the Ninth Circuit on behalf of a student who had been denied appropriate reading instruction, monitoring and enforcement of a consent decree and corrective action plan in a special education lawsuit, and appellate and trial work in a pathbreaking educational rights case on behalf of Native American students. Finally, students who are interested in strategic policy research and management consulting on behalf of public education institutional clients (school districts, charter schools, state education agencies) may have the opportunity to participate in the multi-disciplinary collaborations with non-profit clients. The education clinic includes a one-week intensive training program held at the beginning of the quarter, weekly seminars that focus on legal skills and issues in law and education policy, regular case review, and a many opportunities for feedback and reflection with the instructors. Admission is by consent of instructor. Special Instructions: General Structure of Clinical Courses -- The Law School's clinical courses are offered on a full-time basis for 12 units. This allows students to immerse themselves in the professional experience without the need to balance clinical projects with other classes, exams and papers. -- Students enrolled in a clinic are not permitted to enroll in any other classes, seminars, directed research or other credit-yielding activities within the Law School or University during the quarter in which they are enrolled in a clinic. Nor are they allowed to serve as teaching assistants who are expected to attend a class on a regular basis. There is a limited exception for joint degree students who are required to take specific courses each quarter and who would be foreclosed from ever taking a clinic unless allowed to co-register. These exceptions are approved on a case-by-case basis. -- Clinic students are expected to work in their clinical office during most business hours Monday through Friday. Students are also expected to be available by e-mail or cell phone when elsewhere during those hours. Because students have no other courses (and hence no exams or papers), the clinical quarter begins the first day of classes and runs through the final day of the examination period. Students should not plan personal travel during the Monday to Friday work week without prior authorization from the clinical supervisor. The work during a typical week in a clinic is divided into three components. First, as they are for practicing attorneys, most of the hours of any week are taken up by work on client matters or case work (this time includes meetings with instructors to discuss the work). Again, as is the case for practicing lawyers, in some weeks these responsibilities demand time above and beyond ""normal business hours."" Second, students will spend approximately five-to-seven hours per week preparing for and participating in weekly discussions or other group work in their individual clinic (scheduling varies by clinic). Third, over the course of the quarter each clinic student (with the exception of those enrolled in the Criminal Prosecution Clinic) is required to prepare for and attend a few inter-clinic group sessions. Students will be awarded three separate grades for their clinical quarter, each reflecting four units. The three grades are broken into the following categories: clinical practice; clinical methods; and clinical coursework. Grading is pursuant to the H/P system. -- Enrollment in a clinic is binding; once selected into a clinic to which he or she has applied, a student may not later drop the course except in limited and exceptional cases. Requests for withdrawal are processed through the formal petition and clinical faculty review process described in the clinic policy document posted on the SLS website. Students may not enroll in any clinic (full-time or advanced) which would result in them earning more than 27 clinical units during their law school career. --The rules described here do not apply to advanced clinics for students who are continuing with a clinic in which they were previously enrolled. For information about advanced clinics, please see the course descriptions for those courses. -- For more information about clinic enrollment and operations, please see the clinic policy document posted on the SLS website. -- Cross listed with the School of Education. -- Elements used in grading: Projects and class participation. (Cross-listed with EDUCATION 334 A,B,C).","Win, Spr",4,"; Koski, W. (PI); Trillin, A. (PI)"
LAW,LAW 922C,Youth and Education Law Project: Clinical Coursework,"The Youth and Education Advocacy Clinic offers students the opportunity to participate in a wide variety of educational rights and reform work, including direct representation of youth and families in special education and school discipline matters, community outreach and education, school reform litigation, and/or strategic policy research and consulting. All students will have an opportunity to represent elementary and high school students with disabilities in special education proceedings, to represent students in school discipline proceedings, or to work with coalitions and/or other education-sector agencies to advance equity-minded educational policies and school reform. Students working on special education matters will have the opportunity to handle all aspects of their clients' cases. Students working in this area will interview and counsel clients, investigate and develop facts, work with medical and mental health professionals and experts, conduct legal and educational research, create case plans, and represent clients at individual education program (IEP) team meetings, mediation or special education due process hearings. This work will offer students a chance to study the relationship between individual special education advocacy and system-wide reform efforts such as impact litigation. Students working on school discipline matters will interview and counsel clients, investigate and develop facts, interview witnesses, conduct legal and educational research, create case plans, and represent clients at school discipline hearings such as expulsion hearings. Such hearings provide the opportunity to present oral and written argument, examine witnesses, and present evidence before a hearing officer. If appropriate and necessary, such proceedings also present the opportunity to represent students on appeal before the school district board of trustees or the county board of education. Students may also have the opportunity to participate in complex school reform litigation. Past cases include an appeal to the Ninth Circuit on behalf of a student who had been denied appropriate reading instruction, monitoring and enforcement of a consent decree and corrective action plan in a special education lawsuit, and appellate and trial work in a pathbreaking educational rights case on behalf of Native American students. Finally, students who are interested in strategic policy research and management consulting on behalf of public education institutional clients (school districts, charter schools, state education agencies) may have the opportunity to participate in the multi-disciplinary collaborations with non-profit clients. The education clinic includes a one-week intensive training program held at the beginning of the quarter, weekly seminars that focus on legal skills and issues in law and education policy, regular case review, and a many opportunities for feedback and reflection with the instructors. Admission is by consent of instructor. Special Instructions: General Structure of Clinical Courses -- The Law School's clinical courses are offered on a full-time basis for 12 units. This allows students to immerse themselves in the professional experience without the need to balance clinical projects with other classes, exams and papers. -- Students enrolled in a clinic are not permitted to enroll in any other classes, seminars, directed research or other credit-yielding activities within the Law School or University during the quarter in which they are enrolled in a clinic. Nor are they allowed to serve as teaching assistants who are expected to attend a class on a regular basis. There is a limited exception for joint degree students who are required to take specific courses each quarter and who would be foreclosed from ever taking a clinic unless allowed to co-register. These exceptions are approved on a case-by-case basis. -- Clinic students are expected to work in their clinical office during most business hours Monday through Friday. Students are also expected to be available by e-mail or cell phone when elsewhere during those hours. Because students have no other courses (and hence no exams or papers), the clinical quarter begins the first day of classes and runs through the final day of the examination period. Students should not plan personal travel during the Monday to Friday work week without prior authorization from the clinical supervisor. The work during a typical week in a clinic is divided into three components. First, as they are for practicing attorneys, most of the hours of any week are taken up by work on client matters or case work (this time includes meetings with instructors to discuss the work). Again, as is the case for practicing lawyers, in some weeks these responsibilities demand time above and beyond ""normal business hours."" Second, students will spend approximately five-to-seven hours per week preparing for and participating in weekly discussions or other group work in their individual clinic (scheduling varies by clinic). Third, over the course of the quarter each clinic student (with the exception of those enrolled in the Criminal Prosecution Clinic) is required to prepare for and attend a few inter-clinic group sessions. Students will be awarded three separate grades for their clinical quarter, each reflecting four units. The three grades are broken into the following categories: clinical practice; clinical methods; and clinical coursework. Grading is pursuant to the H/P system. -- Enrollment in a clinic is binding; once selected into a clinic to which he or she has applied, a student may not later drop the course except in limited and exceptional cases. Requests for withdrawal are processed through the formal petition and clinical faculty review process described in the clinic policy document posted on the SLS website. Students may not enroll in any clinic (full-time or advanced) which would result in them earning more than 27 clinical units during their law school career. --The rules described here do not apply to advanced clinics for students who are continuing with a clinic in which they were previously enrolled. For information about advanced clinics, please see the course descriptions for those courses. -- For more information about clinic enrollment and operations, please see the clinic policy document posted on the SLS website. -- Cross listed with the School of Education. -- Elements used in grading: Projects and class participation. (Cross-listed with EDUCATION 334 A,B,C).","Win, Spr",4,"; Koski, W. (PI); Trillin, A. (PI)"
LAW,LAW 1001,Antitrust,"Antitrust law sets the ground rules for competition. This class provides an introduction to federal antitrust law. We will examine cartels and competitor collaborations, monopolization, vertical restraints and horizontal mergers. The class prepares you to apply antitrust law in practice. Who should take this class: If you are interested in clerking, working at the Department of Justice, the Federal Trade Commission, or state antitrust agencies, law firms, public interest groups, or in Congress; business law; reining in the market power of large internet companies; or simply curious about antitrust law, this class is for you. There are no prerequisites for this course. No economic background is required. The course is open to GSB students and graduate students in the Economics Department. To apply for this course, non-Law students must complete a Non-Law Student Add Request Form available on the SLS Registrar&#39;s Office website (see Non-Law Students). Elements used in grading: Class participation, attendance, and final exam.",Spr,4,"; van Schewick, B. (PI)"
LAW,LAW 1003,Bankruptcy,"This course is an introduction to federal bankruptcy law with an emphasis on business reorganization under Chapter 11 of the Bankruptcy Code. The course examines various aspects of the bankruptcy process including the automatic stay, the avoidance and recovery of certain pre-bankruptcy transfers (e.g., preferences and fraudulent transfers), the treatment of executory contracts, the financing of operations and investments in bankruptcy, and the sale of assets during the bankruptcy case. The course also examines selected Chapter 11 operating issues and the plan of reorganization. The course will consider several controversial issues that may arise in a bankruptcy setting, such as the treatment of mass torts in bankruptcy, forum shopping, the so-called ""Texas Two-Step"" maneuver, third-party releases, valuation, leveraged buyouts and distressed debt investing. The course brings the real world into the classroom by following current developments in actual bankruptcy cases, primarily through reports in the media and classroom discussion. Elements used in grading: Exam.",Spr,3,"; Ray, S. (PI)"
LAW,LAW 1009,Corporate Finance I,"The course discusses the major financial decisions made by corporate managers and investors. Topics include criteria for making investment decisions, valuation of financial assets and liabilities, relationship between risk and return, capital structure choice, payout policy, introduction to derivative securities, and the concept of efficient financial markets. The goal of the course is to explore the general principles and then apply them in scenarios relevant to the practice of corporate law and in litigation. Evaluation will be based on a final exam (60%) and problem sets (40%).  Class will be taught as a combination of lecture (by the instructor and invited guest speakers) and in-class applied practical activities.",Spr,3,"; Zurek, P. (PI)"
LAW,LAW 1010,Corporate Income Taxation,"This course will cover the basic principles and rules regarding the taxation of domestic corporations. Elements used in grading: attendance, class participation, and final exam.",Spr,3,"; Davis, A. (PI); Forst, D. (PI); Knobler, M. (PI); McElroy, S. (PI)"
LAW,LAW 1013A,Corporations,"This course is an introduction to the basic legal rules and principles governing the relations among managers, shareholders, and (to a lesser extent) creditors in the business enterprise. The course is the foundation for advanced business courses. We focus on problems that arise because a firm's managers and shareholders can have conflicting interests. We examine the costs associated with this conflict and how markets, legal rules, and contracts address them. Elements used in grading: Class participation, attendance, written assignments, final exam.",Spr,4,"; Klausner, M. (PI)"
LAW,LAW 1017,Deals II,"This course applies economic concepts to the practice of structuring business transactions. The course extends over two quarters. In the Winter quarter it will meet three hours per week. In the Spring quarter, it will meet ONLY FOR SIX WEEKS for four hours per week--for 3 units of course credit. During those six weeks, the course will meet on Tuesday and Thursday. Exactly which five weeks the course will meet will be announced during the Winter quarter. This will involve scheduling with outside guests, but I will make every effort to schedule those six weeks for the first half of the quarter. Students enrolled in the course must take both quarters. All of the first quarter will be spent in a traditional classroom setting but with untraditional materials. Much of the course material will consist of case studies of business transactions (and no case law). We will use those case studies to analyze the economics underlying a wide range of business transactions and the contractual terms and structures used to respond to underlying economic challenges. During the second quarter, we will explore deals in greater detail by studying five complex transactions in full. For this part of the course, students will be divided into groups and will be assigned one of the five deals. Each group will give a presentation of its deal to the class, and in the following class, a lawyer, banker or other participant in the deal will come to class to present the deal based on his or her experience. We study five new deals each year. Deals we have studied over the years have included movie financings, biotech alliances, venture capital financings, cross-border joint ventures, private equity investments, corporate reorganizations, and more. Special Instructions: Students who have not taken the course in the Winter cannot register for it in the Spring, and those who took it in the Winter must register for it in the Spring. There is no exam in Winter Term. An In-School exam will be given at the conclusion of the course in the Spring Term. Grades will be given at the end of the second quarter and will be applied to both quarters. Elements used in grading: Attendance, class participation, class presentation, written assignments, group paper (first and second draft), and exam. CONSENT APPLICATION: To apply for this course, students must complete and submit a Consent Application Form available at SLS Registrar https://registrar.law.stanford.edu/. I use the consent form two reasons: (a) to ensure diversity across 2L, 3L and advanced degree students; and (b) simply to learn more about those of you with whom I will be working in the course. There is no background required for the course.",Spr,3,"; Klausner, M. (PI)"
LAW,LAW 1022,International Tax,"This course examines the United States federal income taxation of international operations and transactions, including international joint ventures and M&A transactions. Traditional issues such as income source, foreign tax credits, Subpart F, and international transfer pricing rules will be addressed. Congress recently enacted fundamental reform of US international tax rules; important new provisions in this area, including the ""GILTI"" rules, will also be covered. Elements used in grading: Final Exam.",Spr,2,"; Forst, D. (PI); Skinner, W. (PI)"
LAW,LAW 1035,Mergers and Acquisitions,"This course is designed to give students real world experience in the corporate dealmaking process, from the decision to pursue a strategic transaction, to first contact between the parties and drafting and negotiating the definitive documents that memorialize the transaction. Over the course of the quarter, we will break down the primary documents of strategic transactions/M&A with a view to developing a fundamental understanding of how those components interact with the overall business deal. You will analyze and learn to understand how and why the key provisions of these transaction agreements are negotiated, bearing in mind client goals and interests and the allocation of risk negotiated among the deal parties. We will also discuss the intangible aspects of dealmaking that are just as critical to  successful transactions. Specifically, we will discuss the financial, professional, and personal motivations of various deal parties and the psychology and tactical dynamics of a deal process. We will also have guest speakers from time to time to provide their perspectives on the topics discussed in class. As strategic transactions take place throughout the quarter, we will also stop to dissect these real-world examples in real time to provide informative case studies. Elements used in grading: Attendance, class participation, final exam.",Spr,2,"; Halloum, J. (PI)"
LAW,LAW 1078,Blockchain Governance,"Blockchain Governance (1078): This course offers an overview of blockchain governance and Decentralized Autonomous Organizations (DAOs), with topics including DAO tooling, on-chain and off-chain voting, delegation, constitutional design, alternative governance mechanisms, identity, and privacy. We will cover these topics and others from technical, social science, and legal perspectives, and we will include a range of guests from the web3 space as well as several speakers who are on the frontiers of DAO research. The course presumes some basic familiarity with blockchain and cryptocurrencies, but deep technical facility is not required, i.e., successful completion of CS 251 or LAW 1043 is more than enough.  Elements used in grading: Homework and papers. There are no examinations. Grading elements and the course itself are designed so that students with diverse expertise and backgrounds (law, technical, business, etc.) have an equal opportunity to do well and have a powerful learning experience. The course will be taught in law school classrooms. In addition to the listed Stanford faculty instructors and the various guest speakers, Silke Noa Elrifai, a crypto lawyer and mathematician with a deep background in actual DAO projects and currently a Visiting Scholar at Stanford, will be the primary instructor for several classes and will play an integral role in the course.",Spr,3,
LAW,LAW 1083,Startup Law: Sustainability,"This course offers an opportunity to study the history, legal structure, and financial incentives of the startup economy while getting hands-on experience advising clients: Stanford founders building sustainability startups. The curriculum has three pillars: lectures and guest lectures outlining fundamental concepts and topics (including examining the role that startups can play in climate solutions), a simulation in which all students will represent ""Model Corporation"" throughout its early life cycle, and advisory work on actual startup client matters. For the client work, students will perform client intake, draft an initial scope of work, complete due diligence and make supplemental due diligence requests, make any necessary adjustments to scope of work, and ultimately deliver work product in the format most appropriate & valuable for the particular matter (typically drafted contracts related to formation, fundraising, and stakeholder involvement). Because of the nature of the client relationship the course relies on students' hard work, flexibility, and commitment to keeping pace with the material and assignments. The class will meet for two class sessions per week plus additional client meetings. Elements used in grading: Class Participation, Attendance, Written Assignments, and Client Deliverables. CONSENT APPLICATION: To apply for this course, students must complete and submit a Consent Application Form available on the SLS Registrar website https://registrar.law.stanford.edu/. Click SUNetID Login in the top right corner of the page and then click the ""Consent Courses"" tab. See Consent Application Form for instructions and submission deadline.  Cardinal Course certified by the Haas Center for Public Service.","Aut, Win, Spr",4,"; McClure, S. (PI); Melius, M. (PI)"
LAW,LAW 1093,Complex Litigation through a Securities Lens,"In this experiential course, you're the lawyer.  A substantial amount of class time will be spent on interactive discussions, during which we will work together to make arguments and analyze strategic decisions based on scenarios drawn from real cases.  Each class will also cover a significant civil procedure milestone in a real case.  Through those cases, we will examine each phase of a private securities class action as well as related derivative litigation, SEC enforcement actions, and internal investigations.  Using pleadings, motions, and other filings from real cases, we will cover the life cycle of a securities class action from the filing of an initial complaint through trial.  Our goal is to prepare you to practice law as a securities litigator and equip you with complex litigation skills that will be applicable in a variety of practices.  By the end of this course, you should understand the doctrine and the principles central to securities litigation sufficiently to advise clients and construct arguments on the issues that frequently arise in these cases.  You should also understand the arguments advanced by those who criticize and defend the current regime.  Elements used in grading:  Attendance, class participation, final exam.",Spr,2,"; Keats, R. (PI)"
LAW,LAW 1096,"Big Tech, Market Concentration, and U.S. Antitrust Policy","There have been increasing calls from both the left and the right for a more aggressive antitrust approach to Big Tech and concentrated economic power. This seminar will trace the evolution of antitrust policy from the Chicago School of the 1970s and 1980s to the progressive neo-Brandeisian movement of the past decade. We will examine how recent trends in antitrust thinking have influenced ongoing cases against Google, Amazon, Meta, Microsoft, and Apple. In the process, we will ask basic questions about the proper role of antitrust in modern society. For example, should ""consumer welfare"" be the exclusive focus of antitrust policy, or should we regard it as just one of several objectives? When is antitrust enforcement the best tool for addressing competition problems, and when is industry-specific regulation preferable? There are no prerequisites for this course. For the benefit of those who have not taken antitrust before, we will begin the seminar with a quick overview of the relevant statutory provisions, legal doctrine, and institutions. Elements used in grading: Attendance, class participation, final paper.",Spr,2,"; Nuechterlein, J. (PI)"
LAW,LAW 1099,Private Equity,"This class will introduce students to the business of private equity and the execution of ""leveraged buyout"" transactions (LBOs) by exploring how private equity funds are formed and then invested.  We will focus on the various facets of an LBO, including (i) the primary M&A transaction, (ii) corresponding debt financing(s) and (iii) the composition and governance of equity investors. Legal documentation for LBOs will be introduced and the business and economic rationales underlying LBO structures will be discussed.  The course will also present some history of the private equity industry's evolution and highlight the major participants (e.g., private equity funds, law firms, and banking institutions) who routinely play a role in the LBO marketplace.  Student evaluations based on attendance, participation, and a take-home exam.  The course is open to GSB and other non-law students with permission of the instructors. See Non-Law Student Registration at https://law.stanford.edu/education/courses/non-law-students. Elements used in grading: Attendance, Class Participation, Final Exam.",Spr,2,"; Moore, C. (PI); Oetgen, S. (PI)"
LAW,LAW 1101,Designing Startups for Good,"This course examines the limitations of traditional corporate structures -- particularly the mandate for shareholder profit maximization -- which often lead to unsustainable growth and the externalization of social and environmental costs. Students will investigate alternative legal and financial models that support sustainability, such as Public Benefit Corporations, blended finance approaches, and governance tools that prioritize mission in addition to profit. The course emphasizes the need for legal frameworks, funding pathways, and compensation structures that allow companies to define their stakeholders and pursue positive impact on their behalf. Class meetings will consist of lectures, guest speakers, and discussion around project-relevant aspects of the startup ecosystem. Deliverables will consist of project-focused exercises, written reflections, and a final presentation.The course is by consent and is open to law students and to graduate students in the fields of environmental science and sustainability, public policy, and business. Previous exposure to startups, corporate law,  and venture investment is preferred but not required. Elements used in grading: Attendance, class participation, written assignments. CONSENT APPLICATION: To apply for this course, students must complete a Consent Application Form available at SLS Registrar https://registrar.law.stanford.edu/.",Spr,2,"; McClure, S. (PI); Melius, M. (PI)"
LAW,LAW 2001,Criminal Procedure: Adjudication,"The Law School offers two survey courses dealing with constitutional criminal procedure. ""Criminal Investigation"" will consider questions that arise under the fourth, fifth, and sixth amendments regarding investigations, interrogations, and charging decisions. This course, ""Criminal Adjudication,"" will look at the way the judicial system handles criminal cases. Topics will include the right to counsel (and the concomitant right to ""effective assistance"" of counsel), prosecutorial discretion and plea bargaining, joinder and severance, discovery, the right to jury trial, double jeopardy, sentencing, and appellate review. Students may take both Criminal Investigation and Criminal Adjudication. (There is, of course, no requirement to do so.)  Elements used in grading:  Attendance, participation and final exam.  Small grade adjustments will be made for exceptional class participation.",Spr,4,"; Weisberg, R. (PI)"
LAW,LAW 2008,Criminal Justice Reform & Litigation: Three Strikes Project,"This seminar is an opportunity to study mass incarceration and criminal law reform in real time while getting hands-on experience in active litigation on behalf of Three Strikes Project clients serving life sentences for nonviolent crimes. In this course, students read and analyze a variety of cases and articles, examining the evolution of incarceration and sentencing policies.  Students also assist with live post-conviction litigation on behalf of clients in trial and appellate courts across the country. The class focuses largely on the Three Strikes law as a case study in the history, politics, constitutional doctrine, and reform of criminal law policy. Thanks to assistance from students, over 250 of our clients have been freed from life sentences, and students been intimately involved in criminal policy reform movement through Project partnerships with the NAACP Legal Defense Fund, California Gov. Gavin Newsom, and the Obama White House. Seminar students quickly become involved in all aspects of the Project's work, including assistance with cases in different stages of ongoing litigation. Students will visit a Project client in prison, conduct factual investigations, and draft court pleadings. The Project is an active, fast-paced program that depends on the hard work and contributions of law students enrolled in this seminar. This seminar offers the opportunity to both study the theory behind the law and hone practical litigation and advocacy skills. The seminar will meet for 3 hours per week, including 1-hour small group meetings with Project director Michael Romano. In addition, students will participate in field trips to various prisons in California. Elements used in grading: Class Participation, Attendance, Written Assignments. CONSENT APPLICATION: To apply for this course, students must complete and submit a Consent Application Form available on the SLS Registrar website https://registrar.law.stanford.edu/. Click SUNetID Login in the top right corner of the page and then click the ""Consent Courses"" tab. See Consent Application Form for instructions and submission deadline. Applications will be considered on a rolling basis.",Spr,4,"; Romano, M. (PI)"
LAW,LAW 2009,White Collar Crime,"This course explores the law of economic and political crimes associated with the rubric ""white collar crime."" The class is divided thematically between mens rea issues and substantive issues. Among the substantive areas which are covered are: obstruction of justice, perjury, bribery and gratuities, mail and wire fraud, securities fraud, and money laundering. We will study specific federal statutes in considerable detail, while also speculating about the jurisprudence underlying these crimes, and related issues of prosecutorial discretion and attorney ethics. Special instructions: Students may write a paper in lieu of the final exam for Research credit.  Also, classroom participation may be taken into account to some very small degree.  After the term begins, students accepted into the course can transfer from section (01) into section (02) which meets the R requirement, with consent of the instructor.  Elements used in grading: Class participation and final exam or paper.",Spr,3,"; Mills, D. (PI)"
LAW,LAW 2022,Capital Litigation and the Eighth Amendment,"While capital punishment has decreased significantly in recent years, both internationally and in the United States, it remains in high use in some regions of this country. In this course, we will (1) explore the modern death penalty over the past 50 years, diving deep into a wide survey of cases that set the doctrine around the death penalty and its limitations, (2) discuss the role that racial biases play in capital punishment and jury selection, (3) detail the capital litigation process in both state and federal courts, including the many procedural hurdles that a litigant must overcome for relief on even meritorious claims, and (4) examine in detail the types of claims that can be raised in capital litigation to obtain relief. PLEASE NOTE: The content of this course, by its nature, will be very triggering for some students -- please feel free to reach out to me in advance to discuss. Readings will include cases, statutes, and rules, as well as reports. Students can choose to write four 5-page reflection papers throughout the quarter, or, with instructor consent, students can choose to write a final R-paper (of at least 26 pages). The paper will be due at the law school's paper deadline. After the term begins, students accepted into the course can transfer from section (01) into section (02), which meets the R-paper requirement, with consent of the instructor. Elements used in grading: Class participation and reflection papers or R-paper.",Spr,3,"; Dalton, J. (PI)"
LAW,LAW 2401,Advanced Civil Procedure,"This course will address significant areas of procedural law and design that go beyond the first-year civil procedure course, with special attention to the relevance of procedural choices to civil rights and public law litigation. Contemporary litigation frequently involves multiple related actions, multiple parties, and multiple claims that may interact in complex ways, and often aspires to reform institutions in addition to seeking remedies for discrete past harms. This course introduces procedural doctrine, theory, and practice related to complex and/or public law litigation, including such topics as the joinder of claims and parties, claim and issue preclusion, class action law, multidistrict litigation, mandatory arbitration, and nationwide injunctions. The course should be of particular interest to aspiring litigators (in any substantive area) and social justice lawyers (litigators or otherwise), and complements other curricular offerings in complex and constitutional litigation. Elements used in grading: Class participation, Exam.",Spr,3,"; Sinnar, S. (PI)"
